,10p,10q,11p,11q,12p,12q,13q,14q,15q,16p,16q,17p,17q,18p,18q,19p,19q,1p,1q,20p,20q,21p,21q,22q,2p,2q,3p,3q,4p,4q,5p,5q,6p,6q,7p,7q,8p,8q,9p,9q
glioma_mskcc_2019_57,-1.0,-1.0,-0.8980769230769231,-1.0,1.0,1.0,-1.0,0.9809296781883194,-1.0,1.0,1.0,1.0,0.949238578680203,0.0,0.0,1.0,1.0,0.41316415543219664,0.18723037100949094,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.803921568627451,-1.0,-1.0,1.0,1.0,0.0,0.0,0.38235294117647056,1.0
glioma_mskcc_2019_425,0.0,-0.2664835164835165,0.0,-0.2704663212435233,-0.5473372781065089,0.0,0.2209026128266033,0.0,-1.0,0.0,-0.7341176470588235,0.9926650366748166,0.0010152284263959391,0.0,0.0,0.26392961876832843,-0.6455696202531646,-0.11578112609040445,0.11906816220880069,-0.5133928571428571,0.002188183807439825,0.0,0.0,-0.648936170212766,0.0,0.0,-1.0,-1.0,0.0,-0.9320695102685624,-0.5989304812834224,-0.839677047289504,0.07670454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.13351877607788595
glioma_mskcc_2019_622,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.1065989847715736,0.0,-0.2823529411764706,0.8123167155425219,-1.0,-1.0,-0.08455565142364108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.3849431818181818,0.0,0.8046875,0.0,0.0,0.0,0.0,0.0
glioma_mskcc_2019_456,1.0,0.10027472527472528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-0.08283002588438308,0.0,0.0,1.0,1.0,1.0,0.012152777777777778,-0.0021119324181626186,-1.0,-1.0,1.0,-0.7788309636650869,0.0,0.0,-0.3849431818181818,-0.7883495145631068,0.78125,1.0,0.0,0.0,-0.48161764705882354,0.0
glioma_mskcc_2019_623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.093841642228739,-1.0,-1.0,-0.08455565142364108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057291666666666664,-0.01038961038961039,0.0,0.0,0.0,0.0
glioma_mskcc_2019_60,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3422562141491396,-0.40441176470588236,0.0
glioma_mskcc_2019_514,0.0,0.0,0.0,0.0,0.0,0.0,-0.7102137767220903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17535545023696683,-1.0,-0.010380622837370242,0.0,0.0,0.0,0.9441558441558442,0.0,0.4894837476099426,0.0,0.0
glioma_mskcc_2019_39,0.0,-0.8447802197802198,0.0,0.0,0.0,0.38933951332560834,-1.0,0.0,0.0,-0.37545787545787546,-0.34352941176470586,-0.7188264058679706,-0.1065989847715736,0.8977272727272727,0.0,0.6041055718475073,-1.0,0.0,-0.04745470232959448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-0.38704581358609796,0.0,0.0,-0.3849431818181818,-0.7242718446601941,0.3255208333333333,1.0,-1.0,-1.0,-0.5220588235294118,0.0
glioma_mskcc_2019_392,0.0,0.5425824175824175,0.0,0.0,1.0,0.7010428736964078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0009737098344693282,0.0,0.9163071613459879,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016042780748663103,0.05074971164936563,0.0,0.0,1.0,1.0,0.0,0.0,-0.0661764705882353,0.0
glioma_mskcc_2019_240,-1.0,-1.0,0.0,0.0,0.0,0.0,0.05463182897862233,0.15494636471990464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45454545454545453,1.0,0.0,0.0,0.0,-0.8893203883495145,1.0,1.0,0.0,0.0,0.0,0.0
